code,fiscal_year,op_income,depr,amort,cfo,capex,st_debt,lt_debt,bond,cash,EBITDA,net_debt,FCF
096770,2020,-2869838412000.0,,,2850843672000.0,3763137383000.0,1530278833000.0,10630423397000.0,10630423397000.0,2940661256000.0,-2869838412000.0,19850464371000.0,-912293711000.0
096770,2021,1754170704000.0,,,-482982766000.0,3187735577000.0,864051500000.0,13411825137000.0,13411825137000.0,3423827161000.0,1754170704000.0,24263874613000.0,-3670718343000.0
096770,2022,3917340789000.0,,,406557024000.0,6776585583000.0,7558575696000.0,13403701628000.0,13403701628000.0,9479086529000.0,3917340789000.0,24886892423000.0,-6370028559000.0
096770,2023,1903886320000.0,,,5367895813000.0,11238125586000.0,8184945879000.0,17714684258000.0,17714684258000.0,13074425609000.0,1903886320000.0,30539888786000.0,-5870229773000.0
096770,2024,315488338000.0,,,2232521961000.0,10027893990000.0,12051198301000.0,27032202701000.0,27032202701000.0,15865084196000.0,315488338000.0,50250519507000.0,-7795372029000.0
096770,2025,448683859000.0,,,2283052527000.0,5367187285000.0,7201712771000.0,22764517807000.0,22764517807000.0,16091551855000.0,448683859000.0,36639196530000.0,-3084134758000.0
017670,2020,1349324000000.0,3991083000000.0,,5821876000000.0,3557800000000.0,109998000000.0,1979261000000.0,7690169000000.0,1369653000000.0,5340407000000.0,8409775000000.0,2264076000000.0
017670,2021,1387162000000.0,3672555000000.0,,5031279000000.0,2915851000000.0,50823000000.0,1430324000000.0,7037424000000.0,1369653000000.0,5059717000000.0,7148918000000.0,2115428000000.0
017670,2022,1612070000000.0,3621325000000.0,,5159317000000.0,2908287000000.0,142998000000.0,1967586000000.0,6524095000000.0,1882291000000.0,5233395000000.0,6752388000000.0,2251030000000.0
017670,2023,1753204000000.0,3614766000000.0,,4947205000000.0,2973882000000.0,142998000000.0,1621844000000.0,7106299000000.0,1882291000000.0,5367970000000.0,6988850000000.0,1973323000000.0
017670,2024,1823409000000.0,3560374000000.0,,5087285000000.0,2487360000000.0,100000000000.0,2460109000000.0,6363646000000.0,2023721000000.0,5383783000000.0,6900034000000.0,2599925000000.0
017670,2025,1073215000000.0,3467134000000.0,,3923847000000.0,2206567000000.0,130000000000.0,1122584000000.0,7294445000000.0,2023721000000.0,4540349000000.0,6523308000000.0,1717280000000.0
006800,2023,521036811624.0,,,-4077641709374.0,23882949362.0,,,6976335983305.0,2847879554739.0,521036811624.0,4128456428566.0,-4101524658736.0
006800,2024,1188076348199.0,,,-10250278932212.0,26885650156.0,,,7744289163786.0,1932472666709.0,1188076348199.0,5811816497077.0,-10277164582368.0
006800,2025,1915104000000.0,,,-6860961000000.0,44782000000.0,,,9756730000000.0,1932473000000.0,1915104000000.0,7824257000000.0,-6905743000000.0
138040,2023,2933502360678.0,71646159802.0,15138609412.0,,43347997296.0,,,,3655406354088.0,3020287129892.0,,
138040,2024,3188889251285.0,69000058227.0,14914652046.0,,72049160888.0,,,,2376896632672.0,3272803961558.0,,
138040,2025,2872733957980.0,74103148038.0,15152344420.0,,24082943724.0,,,8420299485272.0,3153298680186.0,2961989450438.0,5267000805086.0,
011200,2020,980781000000.0,,,1408546000000.0,1829701000000.0,,677245000000.0,384712000000.0,1140700000000.0,980781000000.0,-78743000000.0,-421155000000.0
011200,2021,7377522000000.0,,,7505033000000.0,1708884000000.0,,247908000000.0,3069456000000.0,1724952000000.0,7377522000000.0,1592412000000.0,5796149000000.0
011200,2022,9951555000000.0,,,11318868000000.0,442903000000.0,,200529000000.0,148406000000.0,4980161000000.0,9951555000000.0,-4631226000000.0,10875965000000.0
011200,2023,584770000000.0,,,1979706000000.0,2037125000000.0,,170683000000.0,-1000000000000.0,4980161000000.0,584770000000.0,-5809478000000.0,-57419000000.0
011200,2024,3512847000000.0,,,4874617000000.0,2536974000000.0,,88516000000.0,-960000000000.0,3249802000000.0,3512847000000.0,-4121286000000.0,2337643000000.0
011200,2025,1461202000000.0,,,3305131000000.0,1593575000000.0,,126027000000.0,720000000000.0,1760767000000.0,1461202000000.0,-914740000000.0,1711556000000.0
010140,2020,-1054144023100.0,,,-243903394205.0,97848890042.0,2682461279140.0,1938954000000.0,248489570000.0,987151865443.0,-1054144023100.0,3882752983697.0,-341752284247.0
010140,2021,-1311956174022.0,,,845026468770.0,39403152575.0,2878917332892.0,676670000000.0,194607970000.0,987151865443.0,-1311956174022.0,2763043437449.0,805623316195.0
010140,2022,-854420950816.0,,,-1693020710821.0,62409994388.0,1840140885571.0,1017163000000.0,119521361868.0,919191704413.0,-854420950816.0,2057633543026.0,-1755430705209.0
010140,2023,233344768042.0,,,-516466559463.0,153419928920.0,2174225164724.0,734030000000.0,224547710000.0,919191704413.0,233344768042.0,2213611170311.0,-669886488383.0
010140,2024,502698683088.0,,,654519940133.0,173394962279.0,3480894831864.0,486718645729.0,74907007998.0,955961848816.0,502698683088.0,3086558636775.0,481124977854.0
010140,2025,862210880029.0,,,1562848761939.0,216254721699.0,2711501669556.0,194287630250.0,300000000000.0,955961848816.0,862210880029.0,2249827450990.0,1346594040240.0
000150,2020,-754770124688.0,,,126536367869.0,-566816138018.0,6295837988399.0,-1790644033442.0,-2523173999655.0,2707378621227.0,-754770124688.0,-725358665925.0,-440279770149.0
000150,2021,945931226947.0,,,743214641209.0,-400117334155.0,4725060883659.0,-1717072787173.0,1139453849847.0,2707378621227.0,945931226947.0,1440063325106.0,343097307054.0
000150,2022,1126028726422.0,,,533183466969.0,-700009377312.0,2793627513230.0,3341660494018.0,-1169171339783.0,2235104602083.0,1126028726422.0,2731012065382.0,-166825910343.0
000150,2023,1436262204451.0,,,1908708279056.0,583899771832.0,1717485526824.0,2308651666459.0,729676095890.0,3539166947066.0,1436262204451.0,1216646342107.0,1324808507224.0
000150,2024,1003759000000.0,,,307830000000.0,710433000000.0,3081139000000.0,3313751000000.0,1089111000000.0,3704064000000.0,1003759000000.0,3779937000000.0,-402603000000.0
000150,2025,1062715000000.0,,,981908000000.0,570134000000.0,3985915000000.0,3006459000000.0,799347000000.0,4927903000000.0,1062715000000.0,2863818000000.0,411774000000.0
042700,2020,66649466315.0,5714618954.0,418257974.0,37483996929.0,7441744690.0,20000000000.0,,0.0,81154267884.0,72782343243.0,-61154267884.0,30042252239.0
042700,2021,122419465500.0,6101121932.0,372075224.0,52279090690.0,25283707204.0,5000000000.0,,0.0,81154267884.0,128892662656.0,-76154267884.0,26995383486.0
042700,2022,111859422080.0,8391371700.0,361252471.0,109501808221.0,9090926920.0,11166991039.0,,,90895691895.0,120612046251.0,-79728700856.0,100410881301.0
042700,2023,34571410992.0,8334344265.0,314304809.0,44990807438.0,27531410354.0,0.0,,,179732421459.0,43220060066.0,,17459397084.0
042700,2024,255391604854.0,9540438282.0,231569353.0,141363819580.0,53537061092.0,,,,179732421459.0,265163612489.0,,87826758488.0
042700,2025,251390142142.0,11306046567.0,248146401.0,228626759780.0,74621166719.0,25000000000.0,,,276235377529.0,262944335110.0,-251235377529.0,154005593061.0
033780,2020,1481051152257.0,,,1261664798427.0,216059141375.0,17308208182.0,53492407968.0,,1253611491485.0,1481051152257.0,-1182810875335.0,1045605657052.0
033780,2021,1338383479632.0,,,1419821288927.0,224443071178.0,75432490744.0,53195098748.0,,1253611491485.0,1338383479632.0,-1124983901993.0,1195378217749.0
033780,2022,1267649967727.0,,,887886606991.0,241382214460.0,72629448270.0,78807990962.0,,1401018438794.0,1267649967727.0,-1249580999562.0,646504392531.0
033780,2023,1167336000000.0,,,1265993000000.0,472769000000.0,61576000000.0,469813000000.0,469813000000.0,1401018000000.0,1167336000000.0,-399816000000.0,793224000000.0
033780,2024,1205970000000.0,,,822275000000.0,767537000000.0,287975000000.0,213968000000.0,808039000000.0,1135968000000.0,1205970000000.0,174014000000.0,54738000000.0
033780,2025,1343666000000.0,,,582875000000.0,639535000000.0,332978000000.0,106405000000.0,907350000000.0,1135968000000.0,1343666000000.0,210765000000.0,-56660000000.0
051910,2020,1798159000000.0,,,5840832000000.0,-5535791000000.0,,,,3274250000000.0,1798159000000.0,,305041000000.0
051910,2021,5025466000000.0,,,5509816000000.0,-5773593000000.0,,,,3760834000000.0,5025466000000.0,,-263777000000.0
051910,2022,2995698000000.0,,,569880000000.0,-8406288000000.0,,,,8497882000000.0,2995698000000.0,,-7836408000000.0
051910,2023,2529196000000.0,,,7536462000000.0,-12959891000000.0,,,,9084899000000.0,2529196000000.0,,-5423429000000.0
051910,2024,-1534185000000.0,,,7012339000000.0,-14614863000000.0,,,,9084899000000.0,-1534185000000.0,,-7602524000000.0
051910,2025,-1796423000000.0,,,8233859000000.0,13660731000000.0,,,,9899926000000.0,-1796423000000.0,,-5426872000000.0
267250,2020,-597108836000.0,,,,2210805269000.0,,,,2038500825000.0,-597108836000.0,,
267250,2021,1085411576000.0,,,,2152956027000.0,,,,2137064211000.0,1085411576000.0,,
267250,2022,3387008264000.0,,,,1965906295000.0,,124864089000.0,,3994767866000.0,3387008264000.0,-3869903777000.0,
267250,2023,2031563587000.0,,,3934871003000.0,2093828683000.0,,525886787000.0,,4400502623000.0,2031563587000.0,-3874615836000.0,1841042320000.0
267250,2024,2983162778000.0,,,7511489661000.0,1724578061000.0,,,,5667059887000.0,2983162778000.0,,5786911600000.0
267250,2025,6099636253000.0,,,7384884225000.0,2159076727000.0,,,,6367475266000.0,6099636253000.0,,5225807498000.0
064350,2020,,,,56422151000.0,30547713000.0,992126187000.0,,354518778000.0,382485797000.0,,964159168000.0,25874438000.0
064350,2021,,,,-62713815000.0,44150988000.0,799392940000.0,148992780000.0,412319728000.0,338727778000.0,,1021977670000.0,-106864803000.0
064350,2022,,,,716229388000.0,32470963000.0,658147296000.0,260440400000.0,187602292000.0,506008248000.0,,600181740000.0,683758425000.0
064350,2023,,,,734191933000.0,54676482000.0,209844646000.0,131540000000.0,114733559000.0,506008248000.0,,-49890043000.0,679515451000.0
064350,2024,,,,142463409000.0,80999247000.0,60392677000.0,2600000000.0,0.0,472258339000.0,,-409265662000.0,61464162000.0
064350,2025,,,,904313494000.0,129245658000.0,49136977000.0,11028600000.0,49746488000.0,908414081000.0,,-798502016000.0,775067836000.0
024110,2023,9666658000000.0,,,,192407000000.0,,,212487409000000.0,26711282000000.0,9666658000000.0,185776127000000.0,
024110,2024,9195025000000.0,,,,322866000000.0,,,220871487000000.0,26711282000000.0,9195025000000.0,194160205000000.0,
024110,2025,9667768000000.0,,,,186051000000.0,,,221798669000000.0,22143108000000.0,9667768000000.0,199655561000000.0,
010950,2020,-1099146000000.0,,,1630972000000.0,547100000000.0,,,,737439000000.0,-1099146000000.0,,1083872000000.0
010950,2021,2140942000000.0,,,1477165000000.0,271967000000.0,,,,1945526000000.0,2140942000000.0,,1205198000000.0
010950,2022,3405166000000.0,,,1278921000000.0,598755000000.0,,,,1945526000000.0,3405166000000.0,,680166000000.0
010950,2023,1354582000000.0,,,2525709000000.0,2185625000000.0,,,,1963279000000.0,1354582000000.0,,340084000000.0
010950,2024,422177000000.0,,,1467583000000.0,-3041864000000.0,861182000000.0,591520000000.0,997355000000.0,1963279000000.0,422177000000.0,486778000000.0,-1574281000000.0
010950,2025,235631000000.0,,,3942304000000.0,3906036000000.0,1084808000000.0,243460000000.0,1336617000000.0,1945837000000.0,235631000000.0,719048000000.0,36268000000.0
079550,2020,63741639085.0,,,192104829697.0,31930815620.0,158414706613.0,491122090543.0,199370580000.0,51002306722.0,63741639085.0,797905070434.0,160174014077.0
079550,2021,97201006836.0,,,135245427200.0,32239683280.0,220891895379.0,318005281493.0,120000000000.0,74538166121.0,97201006836.0,584359010751.0,103005743920.0
079550,2022,179111737872.0,,,456521222995.0,45882241774.0,234803363810.0,94738559796.0,170000000000.0,252910914352.0,179111737872.0,246631009254.0,410638981221.0
079550,2023,186378438940.0,,,467285196126.0,59411480889.0,106894829095.0,19757390000.0,200000000000.0,445436760872.0,186378438940.0,-118784541777.0,407873715237.0
079550,2024,229779392271.0,,,951948218386.0,496962990115.0,51290475460.0,188002167810.0,203420867752.0,546947952484.0,229779392271.0,-104234441462.0,454985228271.0
079550,2025,319442306790.0,,,-584305263675.0,169779461301.0,407253324000.0,255120157592.0,603656788627.0,546947952484.0,319442306790.0,719082317735.0,-754084724976.0
018260,2020,871618076210.0,,,979402851889.0,235469100397.0,899728640.0,,10000000.0,1199285828821.0,871618076210.0,-1198376100181.0,743933751492.0
018260,2021,808097771607.0,,,980238874630.0,286572609573.0,464000000.0,,10000000.0,1199285828821.0,808097771607.0,-1198811828821.0,693666265057.0
018260,2022,916074023314.0,,,1289793206812.0,591916912490.0,464000000.0,,,1392134431709.0,916074023314.0,-1391670431709.0,697876294322.0
018260,2023,808230946594.0,,,1460826705639.0,450709905312.0,2000000000.0,10000000000.0,0.0,1787694554183.0,808230946594.0,-1775694554183.0,1010116800327.0
018260,2024,911096907001.0,,,1238044504932.0,474720621150.0,0.0,0.0,,1787694554183.0,911096907001.0,,763323883782.0
018260,2025,957102744609.0,,,1203327812666.0,315345758063.0,0.0,0.0,,1668766407204.0,957102744609.0,,887982054603.0
196170,2020,103718349.0,,,1676575983.0,5118842707.0,3100000000.0,687500000.0,,38922455345.0,103718349.0,-35134955345.0,-3442266724.0
196170,2021,-12795830212.0,,,-9419517066.0,13585166384.0,2300000000.0,937500000.0,,38922455345.0,-12795830212.0,-35684955345.0,-23004683450.0
196170,2022,-29373680278.0,,,-17874625308.0,6423379588.0,3134000000.0,687500000.0,,45828916763.0,-29373680278.0,-42007416763.0,-24298004896.0
196170,2023,-9736838487.0,,,-7765575368.0,1219312216.0,3134000000.0,687500000.0,1710000000.0,45828916763.0,-9736838487.0,-40297416763.0,-8984887584.0
196170,2024,25403990856.0,,,53044297258.0,2718373772.0,5000000000.0,5000000000.0,1413952632.0,30199528819.0,25403990856.0,-18785576187.0,50325923486.0
196170,2025,106900077097.0,,,124127150186.0,23006600667.0,5000000000.0,4027752000.0,1600360970.0,66380706542.0,106900077097.0,-55752593572.0,101120549519.0
035720,2020,450519574781.0,,,971096476573.0,183146811228.0,188419590659.0,409800632340.0,266093774394.0,2894316591908.0,450519574781.0,-2030002594515.0,787949665345.0
035720,2021,587884339202.0,,,1306571526446.0,216218815371.0,1258827734921.0,553054383302.0,17989678914.0,5325700019566.0,587884339202.0,-3495828222429.0,1090352711075.0
035720,2022,569355650551.0,,,678376491408.0,452915990820.0,1560734345357.0,1176180814414.0,0.0,5325700019566.0,569355650551.0,-2588784859795.0,225460500588.0
035720,2023,460857845673.0,,,1341098333644.0,575149905184.0,1629451893411.0,845628441375.0,,5389190634441.0,460857845673.0,-2914110299655.0,765948428460.0
035720,2024,460212161525.0,,,1250459006332.0,379616319229.0,1886868311440.0,327869949985.0,,6145133028198.0,460212161525.0,-3930394766773.0,870842687103.0
035720,2025,732036535379.0,,,1404762595727.0,479169184734.0,1144217904147.0,990548440314.0,,6373784263399.0,732036535379.0,-4239017918938.0,925593410993.0
086280,2020,662150585636.0,,,,123409773989.0,1312950740284.0,642177210266.0,299052429232.0,1401146644297.0,662150585636.0,853033735485.0,
086280,2021,1126245705403.0,,,,307966747066.0,1116846295678.0,710408138216.0,299241919950.0,1645326172902.0,1126245705403.0,481170180942.0,
086280,2022,1798516596130.0,,,1558795160495.0,340509375968.0,1175952907115.0,659224582711.0,299417561018.0,2059783220532.0,1798516596130.0,74811830312.0,1218285784527.0
086280,2023,1554032510087.0,,,2242261540033.0,316287413445.0,1174196992793.0,559425528154.0,299645998183.0,2290825257508.0,1554032510087.0,-257556738378.0,1925974126588.0
086280,2024,1752867442226.0,,,2122406804062.0,939043408562.0,1299660275573.0,583777977440.0,189971620421.0,3276544918383.0,1752867442226.0,-1203135044949.0,1183363395500.0
086280,2025,2073007545910.0,,,2500761317215.0,592742647045.0,800732226936.0,359283483852.0,409088428096.0,3276544918383.0,2073007545910.0,-1707440779499.0,1908018670170.0
047810,2020,139524243361.0,,,732407852813.0,252953936508.0,1403184818183.0,77823074696.0,568793758022.0,661887560788.0,139524243361.0,1387914090113.0,479453916305.0
047810,2021,58259436460.0,,,439964696155.0,83927504236.0,350000000000.0,105565322939.0,998446196803.0,886586722282.0,58259436460.0,567424797460.0,356037191919.0
047810,2022,141617667318.0,,,1492635299719.0,68990966590.0,18900000000.0,78359214837.0,499789443308.0,2023716102131.0,141617667318.0,-1426667443986.0,1423644333129.0
047810,2023,247510483155.0,,,-700407274159.0,77875235056.0,6000000000.0,58494503972.0,500266640000.0,2023716102131.0,247510483155.0,-1458954958159.0,-778282509215.0
047810,2024,240718310400.0,,,-728182360450.0,161281037390.0,1058590080000.0,43462002449.0,549289349481.0,658119624499.0,240718310400.0,993221807431.0,-889463397840.0
047810,2025,269190196660.0,,,-903316343552.0,128568507493.0,2152769920000.0,63884406725.0,1266374236834.0,114716160403.0,269190196660.0,3368312403156.0,-1031884851045.0
003550,2020,1754223000000.0,152091000000.0,21736000000.0,739096000000.0,-55975000000.0,49665000000.0,927438000000.0,409527000000.0,1492690000000.0,1928050000000.0,-106060000000.0,683121000000.0
003550,2021,2460104000000.0,146688000000.0,28740000000.0,1019525000000.0,-58113000000.0,41453000000.0,521038000000.0,-250000000000.0,1492690000000.0,2635532000000.0,-1180199000000.0,961412000000.0
003550,2022,2045618000000.0,149506000000.0,29025000000.0,641024000000.0,-160323000000.0,298959000000.0,371439000000.0,-220000000000.0,1238971000000.0,2224149000000.0,-788573000000.0,480701000000.0
003550,2023,1618368000000.0,155170000000.0,32696000000.0,882694000000.0,111431000000.0,313348000000.0,548750000000.0,400000000000.0,1050726000000.0,1806234000000.0,211372000000.0,771263000000.0
003550,2024,1007098000000.0,164168000000.0,29734000000.0,1361451000000.0,101706000000.0,27437000000.0,389693000000.0,,1379821000000.0,1201000000000.0,-962691000000.0,1259745000000.0
003550,2025,912174000000.0,204435000000.0,26756000000.0,1015114000000.0,151375000000.0,21278000000.0,229948000000.0,160000000000.0,1511450000000.0,1143365000000.0,-1100224000000.0,863739000000.0
011070,2020,681019009060.0,,,950268413751.0,766661801631.0,,,,694606987268.0,681019009060.0,,183606612120.0
011070,2021,1264223240881.0,,,1177629168876.0,1010404949703.0,,,,565874458592.0,1264223240881.0,,167224219173.0
011070,2022,1271751532028.0,,,1514999766762.0,1716908645159.0,,,,577908207202.0,1271751532028.0,,-201908878397.0
011070,2023,830824000000.0,,,2104064000000.0,1799237000000.0,,,,1389646000000.0,830824000000.0,,304827000000.0
011070,2024,706043000000.0,,,1110059000000.0,879043000000.0,,,,1389646000000.0,706043000000.0,,231016000000.0
011070,2025,665007000000.0,,,1331402000000.0,610988000000.0,,,,1406403000000.0,665007000000.0,,720414000000.0
030200,2020,1184107000000.0,,,4739827000000.0,,,,,2634624000000.0,1184107000000.0,,4739827000000.0
030200,2021,1671824000000.0,,,5561834000000.0,,,,,3019592000000.0,1671824000000.0,,5561834000000.0
030200,2022,1690088000000.0,,,3597065000000.0,,,,,2449062000000.0,1690088000000.0,,3597065000000.0
