date	내용
2025-12-08	AI 반도체 확장 기대감 및 마이크론 깜짝 실적 전망 등에 상승(주도주 : SK하이닉스, 오픈엣지테크놀로지, 와이씨켐, 한미반도체)
2025-12-12	브로드컴 호실적 발표 속 반도체 업황 호조 기대감 지속 등에 일부 관련주 상승(주도주 : 큐알티, 레이저쎌)
2025-12-15	AI 거품론 재부각 속 필라델피아 반도체지수(-5.10%) 폭락 영향 등에 하락
2025-12-16	AI 거품론 지속, 필라델피아 반도체지수(-0.61%) 하락 영향 등에 하락
2025-12-17	美 마이크론 실적 기대감 및 삼성전자, 인텔 PCH 칩 양산 최종 협의 진행 소식 등에 상승(주도주 : 이오테크닉스, 마이크로투나노, 삼성전자, 피에스케이홀딩스, 오로스테크놀로지)
2025-12-18	오라클(-5.40%), 데이터센터 투자유치 난항 소식 속 AI 거품 논란 지속 등에 하락
2025-12-19	마이크론(+10.21%) 호실적 발표, 美 CPI 소화 속 필라델피아 반도체지수(+2.51%) 반등 영향 등에 일부 관련주 상승(주도주 : 아이엠티, 한화비전, 와이씨, 큐알티, 마이크로투나노)
2025-12-22	美 필라델피아 반도체지수(+2.98%) 급등 및 삼성전자, 엔비디아 HBM4 테스트서 호평 소식 등에 상승 (주도주 : 피에스케이홀딩스, 한미반도체, 디아이, 테크윙)
2025-12-26	노무라증권, 삼성전자 목표주가 상향 조정 및 삼성전자·SK하이닉스, 내년 2월 HBM4 세계 최초 양산 소식 등에 상승(주도주 : 오픈엣지테크놀로지, 와이씨, 한미반도체, 오로스테크놀로지)
2025-12-29	반도체 슈퍼사이클 기대감 지속 등에 상승(주도주 : 마이크로투나노, 예스티, SK하이닉스, 아이엠티, 테크윙)
2025-12-30	삼성전자, 내년 中 반도체 공장 장비 반입 美 승인 획득 소식 및 반도체 슈퍼사이클 기대감 지속 등에 상승(주도주 : 미래반도체, 워트, 오로스테크놀로지, 한화비전, 제너셈)
2026-01-02	지난해 반도체 수출 역대 최대치 기록 및 슈퍼사이클 기대감 지속 등에 상승(주도주 : 고영, 한미반도체, 디아이, 큐알티, 테크윙)
2026-01-05	반도체 슈퍼사이클 기대감 속 삼성전자·SK하이닉스 4분기 호실적 전망 및 美 필라델피아 반도체지수(+4.01%) 폭등 영향 등에 상승(주도주 : 디아이티, 한미반도체, 이오테크닉스, 삼성전자)
2026-01-06	엔비디아, 차세대 AI칩 '베라 루빈' 공개 소식 및 삼성전자·SK하이닉스 호실적 기대감 지속 등에 상승(주도주 : 디아이, 한미반도체, 케이씨텍, 한화비전)
2026-01-08	삼성전자, 지난해 4분기 매출액 93조원, 영업이익 20조원으로 사상 최대 실적 기록 등에 일부 관련주 상승(주도주 : 디아이, SK하이닉스, 고영)
2026-01-09	美 필라델피아 반도체지수 약세(-1.83%) 영향 등에 하락
2026-01-12	美 필라델피아 반도체지수 급등(+2.73%) 및 1월 초 반도체 수출 증가 소식 등에 일부 관련주 상승(주도주 : 마이크로투나노, 큐알티, 고영, 유니테스트)
2026-01-16	TSMC, 지난해 호실적 발표 등에 일부 관련주 상승(주도주 : 피에스케이홀딩스, 삼성전자, 와이씨켐, 레이저쎌)
2026-01-19	필라델피아 반도체 지수 강세 및 1분기 실적 기대감 등에 상승(주도주 : 엠케이전자, 고영, 오픈엣지테크놀로지, 마이크로투나노)
2026-01-20	美 반도체 관세 압박 등에 하락
2026-01-22	트럼프 대통령, '그린란드 관세' 철회 소식 속 필라델피아 반도체지수(+3.18%) 급등 영향 등에 상승(주도주 : 한화비전, 와이씨켐, 유니테스트, 레이저쎌)
2026-01-26	삼성전자, 엔비디아·AMD HBM4 최종 품질 테스트 통과 소식 등에 상승(주도주 : 피에스케이홀딩스, 디아이, 와이씨, 고영, 레이저쎌)
2026-01-27	삼성전자 상반기 어닝 서프라이즈 기대감, SK하이닉스 MS의 최신 AI칩에 HBM3E 단독 공급 소식 등에 상승(주도주 : 와이씨, 제우스, SK하이닉스, 테크윙, 유니테스트)
2026-01-28	빅테크 실적 기대감 속 필라델피아 반도체지수(+2.40%) 급등, 올해 삼성전자·SK하이닉스 영업이익 사상 최대 전망 등에 상승(주도주 : 와이씨, 케이씨텍, 테크윙, 고영, 제너셈)
2026-01-29	삼성전자·SK하이닉스, 지난해 사상 최대 실적 기록 등에 상승(주도주 : 한미반도체, 제너셈, 테크윙, 에스티아이, 피에스케이홀딩스)
2026-01-30	삼성전자·SK하이닉스 호실적 모멘텀 지속, 샌디스크 호실적에 美 시간외 17% 급등 등에 상승(주도주 : 예스티, 한화비전, 디아이티, 케이씨텍, 윈팩)
2026-02-02	MS發 'AI 거품론' 재부각, 필라델피아 반도체지수(-3.87%) 급락 영향 등에 하락
2026-02-03	美 필라델피아 반도체지수(+1.70%) 반등 및 D램 가격 상승 전망 등에 상승(주도주 : 한화비전, 이오테크닉스, 삼성전자, 와이씨, 미래반도체)
2026-02-05	'AMD 쇼크' 속 필라델피아 반도체지수(-4.36%) 폭락 영향 등에 하락
2026-02-06	美 기술주 약세 영향 및 아마존 실적 실망감 등에 하락
2026-02-09	필라델피아 반도체지수(+5.70%) 폭등 및 삼성전자, 차세대 HBM4 최초 양산 출하 기대감 등에 상승(주도주 : 아이엠티, 레이저쎌, 디아이, 유니테스트, 와이씨)
2026-02-11	美 경기 둔화 우려 속 필라델피아 반도체지수(-0.68%) 하락 영향 등에 하락
2026-02-12	삼성전자 세계 최초 HBM4 양산 출하 소식 및 마이크론(+9.94%), 'HBM 논란' 일축 속 필라델피아 반도체지수(+2.28%) 급등 영향 등에 상승(주도주 : 레이저쎌, 한미반도체, 삼성전자, 제너셈, 한화비전)
2026-02-13	'AI 공포' 확산 속 美 필라델피아 반도체지수(-2.50%) 급락 영향 등에 하락
2026-02-23	2월1~20일 반도체 수출 호조 소식 및 필라델피아 반도체지수(+1.07%) 강세 영향 등에 일부 관련주 상승(주도주 : 미래반도체, 큐알티, 워트, 한미반도체)
2026-02-24	글로벌 메모리 시장 호황 지속 전망 속 삼성전자·SK하이닉스 사상 최고치 행진 등에 상승(주도주 : 한화비전, 디아이티, 미래반도체, 레이저쎌)
2026-02-26	엔비디아 호실적 및 SK하이닉스, 21.6조원 규모 용인 반도체 클러스터 1기 Fab 투자 소식 등에 상승(주도주 : 펨트론, 한미반도체, 에스티아이, 오로스테크놀로지, 한화비전)
2026-02-27	엔비디아(-5.46%) 하락 속 필라델피아 반도체지수(-3.19%) 급락 영향 등에 하락
2026-03-03	美-이란 분쟁에 따른 국내 산업계 전반 피해 우려 등에 하락
2026-03-04	美-이란 분쟁 속 국내 산업계 전반 피해 우려 지속 등에 하락
2026-03-05	美-이란 접촉설 속 중동 리스크 완화 등에 상승(주도주 : 테크윙, 레이저쎌, 유니테스트, 디아이, 이오테크닉스)
2026-03-06	브로드컴·마벨 테크놀로지 호실적, 반도체 소부장 밸류에이션 상승 기대감 등에 상승(주도주 : 디아이티, 한화비전, 고영, 피에스케이홀딩스, 와이씨)
2026-03-09	이란 사태 속 국내 산업 피해 우려 지속 등에 하락
2026-03-10	트럼프 대통령 이란 전쟁 조기 종식 가능성 시사, 美 필라델피아 반도체지수(+3.93%) 급등 영향 등에 상승(주도주 : 레이저쎌, 엠케이전자, 와이씨켐, SK하이닉스)
2026-03-11	오라클 호실적 발표, 3월 초 반도체 수출 호조 등에 상승(주도주 : 엠케이전자, 오픈엣지테크놀로지, 워트, 국전약품)
2026-03-16	엔비디아 GTC 2026 기대감, 삼성전자·SK하이닉스 1분기 실적 컨센서스 상회 전망 등에 일부 관련주 상승(주도주 : 디아이, 엠케이전자, SK하이닉스, 피에스케이홀딩스, 디아이티)
2026-03-17	엔비디아 'GTC 2026' 모멘텀 지속 및 美 필라델피아 반도체지수(+1.96%) 강세 영향 등에 일부 관련주 상승(주도주 : 레이저쎌, 국전약품, 켐트로스, 와이씨켐)
2026-03-18	엔비디아 'GTC 2026' 모멘텀 지속, 美 마이크론 실적 기대감, 정부 AI 반도체 육성 기대감 등에 상승(주도주 : 레이저쎌, 한화비전, SK하이닉스, 케이씨텍, 오로스테크놀로지)
2026-03-19	중동 리스크 고조, 마이크론(MU) 호실적 발표에도 대규모 설비투자 부담 등에 시간외 4% 하락 속 하락
2026-03-23	美 필라델피아 반도체지수(-2.45%) 급락, 중동 확전 우려 등에 하락
2026-03-24	필라델피아 반도체(+1.34%) 지수 강세, SK하이닉스 11.94조원 규모 EUV 장비 도입 결정 및 美 ADR 발행 위한 주관사 선정 착수 소식 등에 상승(주도주 : 오로스테크놀로지, 엠케이전자, SK하이닉스, 국전약품)
2026-03-25	SK하이닉스, ADR 공모 등록신청서 美 SEC에 비공개 제출 및 트럼프 행정부, 이란과 한달간 휴전 추진 소식 등에 상승(주도주 : 한화비전, 오픈엣지테크놀로지, 케이씨텍, 유니테스트, 큐알티)
2026-03-26	구글, '터보퀀트' 발표에 따른 메모리 수요 둔화 우려 속 美 메모리반도체 관련주 하락 영향 등에 하락
2026-03-27	美-이란 종전 협상 불확실성 및 구글 '터보퀀트' 쇼크 속 필라델피아 반도체지수(-4.79%) 폭락 영향 등에 하락
2026-03-30	터보퀀트 및 중동 전쟁 격화 우려 지속 등에 하락
2026-03-31	구글 터보퀀트 우려 지속 및 마이크론 테크놀로지(-9.88%) 주가 급락 영향 등에 하락
2026-04-01	중동전쟁 종전 기대감 속 필라델피아 반도체지수(+6.24%) 폭등, 3월 반도체 수출 호조 등에 상승(주도주 : 엠케이전자, 피에스케이홀딩스, 삼성전자, 펨트론, 이오테크닉스)
2026-04-03	美 필라델피아 반도체지수 상승 및 메모리 가격 상승 지속 전망 등에 상승(주도주 : 레이저쎌, SK하이닉스, 유니테스트, 삼성전자, 제너셈)
2026-04-06	반도체 업황 호조 속 삼성전자 호실적 기대감 등에 상승(주도주 : 레이저쎌, 오로스테크놀로지, 삼성전자, 넥스틴)
2026-04-07	삼성전자, 1분기 어닝 서프라이즈 달성 및 필라델피아 반도체지수(+1.06%) 강세 영향 등에 상승(주도주 : 이오테크닉스, 큐알티, 피에스케이홀딩스, SK하이닉스)
2026-04-08	美-이란 '2주 휴전' 소식, 필라델피아 반도체지수 강세, 삼성전자·SK하이닉스 호실적 지속 전망 등에 상승(주도주 : 엠케이전자, 큐알티, 예스티, SK하이닉스)
2026-04-10	미·이란 휴전 지속 기대감 속 美 필라델피아 반도체지수(+2.10%) 급등 영향 등에 상승(주도주 : 와이씨, 디아이, 마이크로투나노, 큐알티)
2026-04-13	메모리 사이클 장기화 전망 및 4월1~10일 반도체 수출 역대 최대 달성 등에 상승(주도주 : 이오테크닉스, 예스티, 펨트론, 넥스틴, 제너셈)
2026-04-14	미·이란, 2차 대면협상 기대감 속 필라델피아 반도체지수(+1.68%) 강세 영향 등에 상승(주도주 : 엠케이전자, 오픈엣지테크놀로지, 오로스테크놀로지, 큐알티, 미래반도체)
2026-04-15	미국-이란 2차 종전 협상 기대감 속 필라델피아 반도체지수(+2.04%) 급등 영향 등에 상승(주도주 : 유니테스트, 테크윙, 예스티, 피에스케이홀딩스, 한화비전)
2026-04-16	반도체 업황 호조 지속 및 SK하이닉스 오는 6~7월 美 ADR 상장 추진 소식, TSMC 1분기 순이익 사상 최대 기록 등에 상승(주도주 : 윈팩, 제너셈, 피에스케이홀딩스, 엠케이전자, 국전약품)
2026-04-20	SK하이닉스, 1분기 실적 기대감 및 필라델피아 반도체지수 급등 영향 등에 상승(주도주 : 엠케이전자, 아이엠티, 한화비전)
2026-04-21	오는 23일(목) SK하이닉스 1분기 실적 기대감 지속 등에 상승(주도주 : 켐트로스, 유니테스트, SK하이닉스, 제너셈)
2026-04-22	국내 반도체 소부장, 글로벌 AI 공급망 중심 소식 및 SK하이닉스 1분기 실적 발표 기대감 지속 등에 상승(주도주 : 오픈엣지테크놀로지, 에스티아이, 펨트론, 케이씨텍)
2026-04-23	SK하이닉스 1분기 창사 이래 최고 실적 달성 및 필라델피아 반도체지수 연일 사상 최고치 행진 등에 일부 관련주 상승(주도주 : 엠케이전자, 윈팩, 삼성전자, 디아이티)
2026-04-24	삼성전자-SK하이닉스 설비투자 확대 기대감에 따른 국내 반도체 소부장 수혜 전망 등에 상승(주도주 : 고영, 예스티, 테크윙, 와이씨)
2026-04-27	美 인텔 호실적에 따른 필라델피아 반도체지수(+4.32%) 폭등 영향 등에 상승(주도주 : 한미반도체, 레이저쎌, 미래반도체, 한화비전, SK하이닉스)
2026-04-29	오픈AI 성장 우려 속 필라델피아 반도체 지수 급락(-3.58%) 영향 등에 일부 관련주 하락
2026-05-04	필라델피아 반도체지수 상승 영향 및 반도체 수출 호조세 지속 등에 상승(주도주 : 오로스테크놀로지, 미래반도체, 제너셈, 아이엠티)
2026-05-06	美 필라델피아 반도체지수 폭등 영향 및 AMD 1분기 어닝 서프라이즈, 삼성전자·SK하이닉스 신고가 행진 등에 상승(주도주 : 워트, 와이씨켐, 삼성전자, SK하이닉스)
2026-05-08	반도체 수출 호조세 지속, 삼성전자·SK하이닉스 등 반도체 증설 본격화 소식 등에 일부 관련주 상승(주도주 : 엠케이전자, 미래반도체, 이오테크닉스, ISC)
2026-05-11	美 필라델피아 반도체(+5.51%) 지수 폭등 영향 및 반도체 수출 호조 등에 상승(주도주 : 미래반도체, 펨트론, SK하이닉스)
2026-05-13	반도체 업황 슈퍼 사이클 지속 및 젠슨 황 엔비디아 CEO, 트럼프 대통령과 중국 동행 소식 등에 상승(주도주 : 레이저쎌, 이오테크닉스, 피에스케이홀딩스, 큐알티, 예스티)
2026-05-15	삼성전자 파업 리스크 및 트럼프 대통령, 이란 관련 강경 발언 등에 하락
2026-05-18	美 필라델피아 반도체(-4.02%) 지수 폭락 영향 등에 하락
2026-05-19	필라델피아 반도체지수(-2.47%) 급락 영향 등에 하락
2026-05-20	삼성전자 노사협상 결렬, 오는 21일 총파업 돌입 우려 등에 하락
2026-05-21	삼성전자 파업 리스크 해소, 美 필라델피아 반도체지수 4.49% 폭등 및 엔비디아 매출 12분기 연속 신기록 달성 등에 상승(주도주 : 이오테크닉스, 엠케이전자, 한미반도체, ISC, 오로스테크놀로지)
2026-05-22	美 필라델피아 반도체(+1.28%) 지수 강세 및 메모리 사이클 기대감 지속, 국민성장펀드 출시 수혜 기대감 등에 상승(주도주 : 윈팩, 예스티, 마이크로투나노, 디아이티, 유니테스트)
2026-05-26	AI發 반도체 슈퍼사이클 지속 전망 등에 상승(주도주 : 윈팩, ISC, 와이씨켐, 넥스틴, 오픈엣지테크놀로지)
2026-05-28	반도체 과열론 속 美 필라델피아 반도체지수(-1.36%) 약세 영향 등에 하락
2026-06-02	구글, 120조원 규모 초대형 유상증자 결정에 따른 빅테크 AI 인프라 투자 자금난 우려 등에 하락
2026-06-04	SK하이닉스, 5년 내 웨이퍼 생산능력 2배 확대 계획에 따른 증설 기대감 등에 상승(주도주 : 피에스케이홀딩스, 한화비전, 오로스테크놀로지, 이오테크닉스, 케이씨텍)
2026-06-05	'브로드컴 쇼크' 속 美 반도체 관련주 급락 영향 등에 하락
2026-06-08	美 필라델피아 반도체지수(-10.26%) 폭락 영향 등에 하락
2026-06-09	美 반도체 관련주 중심으로 반발 매수세 유입 속 필라델피아 반도체지수(+5.61%) 폭등 영향 등에 상승(주도주 : 테크윙, 고영, 디아이, 피에스케이홀딩스, 펨트론)
2026-06-11	6월1~10일 반도체 수출 호조, 기판 품귀 현상, 반도체 전공정 장비 AI 붐 최대 수혜 분석 등에 상승(주도주 : 윈팩, 엠케이전자, 케이씨텍, 이오테크닉스, 예스티)
2026-06-12	美 필라델피아 반도체(+7.91%) 지수 폭등 및 구글 삼성전자 파운드리에 10세대 텐서처리장치(TPU) 핵심 부품 생산 방안 논의 소식 등에 상승(주도주 : 한미반도체, 이오테크닉스, ISC, 고영, 케이씨텍)
2026-06-15	美-이란 종전 협상 타결 및 美 필라델피아 반도체(+1.52%) 지수 강세 영향 등에 상승(주도주 : 윈팩, 엠케이전자, 예스티, 오픈엣지테크놀로지, SK하이닉스)
2026-06-22	6월1~20일 반도체 수출 사상 최고치 경신, 반도체 호황 지속 전망 등에 상승(주도주 : 피에스케이홀딩스, 예스티, 케이씨텍, ISC, SK하이닉스)
2026-06-23	AI 수익성 회의론 및 반도체 고점론 재부각 등에 하락
2026-06-25	마이크론테크놀로지, 어닝서프라이즈 및 SK하이닉스 ADR 미국 나스닥 상장 결정 등에 일부 관련주 상승(주도주 : SK하이닉스, 삼성전자, 테크윙, 디아이)
2026-06-26	메모리 가격 급등에 따른 비용 부담 우려로 미국 주요 빅테크 관련주 하락 및 오픈AI 기업공개(IPO) 내년으로 연기 소식 등에 하락
2026-07-01	삼성전자·SK하이닉스 대규모 투자 모멘텀 지속 및 필라델피아 반도체지수 급등, 6월 반도체 수출 호조 영향 등에 상승(주도주 : 예스티, 디아이, 에스티아이, 펨트론, 테크윙)
2026-07-02	메타發 반도체 쇼크 등에 하락
2026-07-03	구조적 공급 부족에 따른 실적 기대감 등에 상승(주도주 : SK하이닉스, 레이저쎌, ISC, 삼성전자, 넥스틴)
2026-07-07	삼성전자 2분기 호실적에도 차익 실현 매물 출회 등에 하락
2026-07-08	모건스탠리 반도체 비중 축소 여파 지속, 필라델피아 반도체(-4.65%) 지수 폭락 영향 등에 하락
2026-07-09	美 필라델피아 반도체지수(+2.23%) 급등 영향 및 SK하이닉스 美 ADR 상장 기대감 지속 등에 상승(주도주 : 레이저쎌, 오픈엣지테크놀로지, 한미반도체, 마이크로투나노, 와이씨켐)
2026-07-10	美 필라델피아 반도체지수(+3.06%) 급등 영향 및 SK하이닉스, 美 ADR 상장 기대감 지속 등에 상승(주도주 : 예스티, 레이저쎌, 피에스케이홀딩스, 케이씨텍, 윈팩)
2026-07-13	SK하이닉스 ADR 나스닥 상장 흥행에도 SK하이닉스 2분기 실적 컨센서스 하회 전망 등에 하락
2026-07-14	최근 주가 변동성에도 메모리 반도체 업황 견조 분석 및 한미반도체 호실적 등에 일부 관련주 상승(주도주 : 테크윙, 케이씨텍, 예스티, SK하이닉스)
2026-07-15	美 CPI 우려 완화 속 필라델피아 반도체지수 급등 및 SK하이닉스 ADR(+27.29%) 폭등 영향 등에 상승(주도주 : 한미반도체, 미래반도체, 엠케이전자, 한화비전, 펨트론)
2026-07-16	美 필라델피아 반도체지수(-2.08%) 급락 영향 등에 하락
2026-07-20	中 키미 K3 쇼크, 필라델피아 반도체지수 약세(-1.63%) 등에 하락
2026-07-21	7월1~20일 반도체 수출 호조 등에 상승(주도주 : 케이씨텍, 제너셈, 삼성전자, 오픈엣지테크놀로지, 피에스케이홀딩스)
2026-07-23	李 대통령, 미국 순방간 ‘샌프란시스코 AI 선언’ 발표 예정, 알파벳 호실적 및 AI 자본지출 확대 소식 등에 상승(주도주 : 켐트로스, 테크윙, 엠케이전자, 디아이, 이오테크닉스)
2026-07-24	빅테크 실적 실망 속 AI 투자 수익성 회의론 확산 등에 하락
2026-07-27	삼성전자·SK그룹, 샌프란시스코 AI 서밋서 美 빅테크와 대규모 반도체·인프라 협력 추진 소식 등에 상승(주도주 : 에스티아이, 고영, 디아이, 피에스케이홀딩스, 와이씨)
2026-07-28	중국發 반도체 경쟁 심화 우려 및 AI 수익성 의구심 지속, 美 필라델피아 반도체지수(-2.23%) 급락 영향 등에 하락
2026-07-29	SK하이닉스, 2분기 실적 실망감 및 AI株 급락에 월가 마진콜 요구 등에 하락
2026-07-31	AI 전문 헤지펀드 '시추에이셔널 어웨어니스' 청산 마무리 및 마이크로소프트(+15.51%) 호실적에 따른 AI 수익성 우려 완화 등에 상승(주도주 : 테크윙, SK하이닉스, 엠케이전자, 피에스케이홀딩스, 한미반도체)
2026-08-03	메모리 초과수요 장기화 전망 및 증설에 따른 수혜 기대감 등에 상승(주도주 : 테크윙, 디아이, 넥스틴, 한화비전, 오픈엣지테크놀로지)
